"","F-Value","Pr(>F)","Not-exposed_Radiotherapy-Exposed_Radiotherapy","diff Not-exposed_Radiotherapy-Exposed_Radiotherapy","NETcolors"
"ABCA3|21",1.57615112136557,0.210004160181413,0.210004160163472,-0.0958810841233113,"grey"
"ABCA4|24",6.73320474076421,0.00979229109552233,0.0097922910694167,-0.636648484728586,"grey"
"ABCA5|23461",1.12680562669656,0.289059148454227,0.289059148438566,0.0823121033366991,"grey"
"ABCA6|23460",0.397798155255051,0.528566786906105,0.528566786896325,0.11249708130321,"yellow"
"ABCA7|10347",0.205070363633425,0.650889493595391,0.65088949358828,-0.0491766984623334,"grey"
"ABCA8|10351",6.01749923285457,0.0145645407076341,0.0145645406820725,0.416874855788774,"brown"
"ABCA9|10350",1.33493021968151,0.248577642464449,0.248577642447657,0.181279134934516,"yellow"
"ABCB10|23456",1.63199936534511,0.202122494176285,0.202122494158103,-0.0775159751477776,"turquoise"
"ABCB11|8647",0.055025657760262,0.814650942196097,0.814650942192371,-0.0840891865419258,"grey"
"ABCB1|5243",0.40936960262391,0.522633580060394,0.522633580050479,-0.0911531500003635,"yellow"
"ABCB4|5244",9.84437643176621,0.00182178501402539,0.0018217849875759,-0.435388879637761,"yellow"
"ABCB5|340273",0.152432027163713,0.696419448034701,0.696419448028316,-0.115979982551675,"grey"
"ABCB6|10058",0.68931810355069,0.406861452258596,0.40686145224597,-0.0508291880847835,"blue"
"ABCB7|22",5.14860579585257,0.0237644176072878,0.0237644175823057,-0.107507367131435,"turquoise"
"ABCB8|11194",0.744536058383234,0.388697182210484,0.388697182197407,-0.0537203128865222,"blue"
"ABCB9|23457",1.25453229719879,0.263319667163386,0.26331966714701,-0.0822029811814771,"grey"
"ABCC10|89845",0.653208834467632,0.419418860489506,0.419418860477185,0.0438393944686268,"black"
"ABCC11|85320",1.21525010236629,0.270917238298131,0.270917238281972,0.415150739066088,"grey"
"ABCC1|4363",0.0276858481151959,0.867928476009899,0.867928476007238,-0.0114041869598829,"grey"
"ABCC2|1244",2.01107376034497,0.156885846653528,0.156885846633903,0.242603107955546,"green"
"ABCC3|8714",0.414996905383849,0.519790805030413,0.519790805020436,-0.138783683787474,"black"
"ABCC4|10257",3.67444208357419,0.0559213900981861,0.0559213900746998,0.29304348921494,"turquoise"
"ABCC5|10057",9.31986458831301,0.00240882896652234,0.00240882894011607,-0.290347864601801,"green"
"ABCC6|368",3.06198787927637,0.0808635618531945,0.080863561830778,0.414672144221043,"brown"
"ABCC6P1|653190",0.195605050465837,0.658518000696168,0.658518000688968,-0.137589879984678,"black"
"ABCC6P2|730013",0.0493362916169935,0.824328670529901,0.824328670526371,0.0483534532035623,"brown"
"ABCC8|6833",0.63538380670008,0.42583138800189,0.425831387989726,0.202515158817532,"grey"
"ABCC9|10060",0.849435957115148,0.357233605062523,0.357233605048663,0.149275719306795,"brown"
"ABCD1|215",1.32303896153368,0.250692656352464,0.250692656335739,-0.0744407817801491,"yellow"
"ABCD2|225",0.141986215338723,0.706501995557148,0.706501995551203,-0.0772383651063593,"red"
"ABCD3|5825",0.323932295496312,0.569553960682817,0.569553960673947,0.0313764937426217,"turquoise"
"ABCD4|5826",4.20007557385353,0.0410340766682465,0.041034076644084,-0.0891369578571393,"green"
"ABCE1|6059",0.311480604241547,0.577066231811865,0.577066231803168,-0.029984880012611,"turquoise"
"ABCF1|23",0.0212318035205904,0.884218165191961,0.884218165189657,0.00464579867347226,"grey"
"ABCF2|10061",8.22971944299716,0.00432589699351454,0.00432589696724806,-0.111511718928957,"magenta"
