"","F-Value","Pr(>F)","Not-exposed_Radiotherapy-Exposed_Radiotherapy","diff Not-exposed_Radiotherapy-Exposed_Radiotherapy","NETcolors"
"BRWD3|254065",0.0584257642402907,0.809117918951616,0.80911791894778,0.0265993217676002,"turquoise"
"BSCL2|26580",4.07295615255284,0.0442012485301219,0.0442012485060995,0.131477756347913,"blue"
"BSDC1|55108",1.41583396520031,0.234753042973666,0.234753042956462,0.0397691323678373,"grey"
"BSG|682",0.919226680264095,0.338221919832161,0.338221919817809,0.0682007439541064,"blue"
"BSN|8927",2.23164868412205,0.135949798797774,0.135949798777433,-0.188740900934704,"turquoise"
"BSND|7809",1.29406029206482,0.255940445738546,0.255940445721964,0.362271815921876,"grey"
"BSPRY|54836",0.0189043646968906,0.890705972089389,0.890705972087213,0.00842526972196644,"grey"
"BST1|683",1.8077024383277,0.179499552841661,0.179499552822776,-0.204445913225283,"yellow"
"BST2|684",1.78254988302889,0.182549538033281,0.182549538014494,-0.215658407945584,"red"
"BTAF1|9044",0.0383549881737012,0.844825421232986,0.844825421229882,-0.0168167994220223,"turquoise"
"BTBD10|84280",3.06810421346175,0.0805621307191026,0.0805621306966686,-0.0597919705233014,"turquoise"
"BTBD11|121551",11.0303798516954,0.000973528580606573,0.00097352855409516,0.517306681093575,"grey"
"BTBD12|84464",0.0103518913816328,0.919007553379121,0.9190075533775,-0.00559834024462003,"grey"
"BTBD1|53339",0.0028943872572328,0.957120120195082,0.957120120194219,-0.00228319093054274,"turquoise"
"BTBD16|118663",1.76007199129556,0.185332987180386,0.185332987161313,0.448205270437912,"green"
"BTBD18|643376",2.42320550556055,0.120292644702021,0.12029264468112,-0.386723137591339,"grey"
"BTBD19|149478",0.343214735941334,0.558289707939621,0.558289707930503,-0.11886488283318,"yellow"
"BTBD2|55643",0.766694371401352,0.381735052704286,0.381735052691048,0.0417113869682098,"blue"
"BTBD3|22903",0.0946764627472037,0.758464492758577,0.758464492753713,0.0187152908470622,"turquoise"
"BTBD6|90135",0.146427512921193,0.702163851285185,0.702163851279151,-0.0201221935844416,"blue"
"BTBD7|55727",1.36612644073194,0.243132157456686,0.243132157439741,0.0649621481743718,"turquoise"
"BTBD8|284697",0.94688162874911,0.331066522066182,0.331066522051648,0.22458131119866,"turquoise"
"BTBD9|114781",4.18329459430602,0.0414380848209194,0.0414380847967757,0.101910391447097,"turquoise"
"BTC|685",0.11241201437539,0.737579667532402,0.7375796675271,-0.0398665857647771,"turquoise"
"BTD|686",2.6091640059991,0.10698809999036,0.10698809996897,0.115893462007385,"grey"
"BTF3|689",0.238044079510494,0.625873374709015,0.625873374701367,0.0301633780148496,"grey"
"BTF3L4|91408",1.12471779799673,0.289505750006875,0.289505749991238,0.0433782950155255,"magenta"
"BTG1|694",6.1291628341795,0.0136847829340526,0.0136847829084321,-0.157599805670968,"grey"
"BTG2|7832",0.970218409050207,0.325184811028711,0.325184811014023,0.145170783074535,"brown"
"BTG3|10950",0.0974319615852528,0.755086142829431,0.755086142824501,-0.0322682960540472,"black"
"BTK|695",1.16478699057266,0.28108564608241,0.281085646066534,-0.16182545132036,"red"
"BTLA|151888",0.462274080497483,0.496935009001921,0.496935008991079,-0.150968834966369,"red"
"BTN1A1|696",0.0455576731908643,0.831088238749546,0.831088238746119,-0.0639340123357715,"grey"
"BTN2A1|11120",9.61086514427386e-05,0.992182651688124,0.992182651687979,0.000591710667267265,"yellow"
"BTN2A2|10385",0.514567352454112,0.473561479504825,0.473561479493788,-0.0628452282662497,"red"
"BTN2A3|54718",0.0178548709719165,0.89376449158672,0.893764491584592,0.0176094046179496,"yellow"
"BTN3A1|11119",0.00909327512558084,0.924074785693485,0.92407478569198,-0.00835483512570789,"red"
"BTN3A2|11118",1.62777253873592,0.202706627755471,0.202706627737319,0.159372086138619,"red"
"BTN3A3|10384",0.2198511951831,0.639393178082586,0.63939317807523,-0.0452651141692773,"red"
"BTNL2|56244",6.28162589982837,0.0125713212466294,0.0125713212209354,-0.981343602198928,"grey"
"BTNL8|79908",0.418266922633894,0.518162338486013,0.518162338475695,0.204714685697277,"grey"
"BTNL9|153579",0.843814077799614,0.3588280197114,0.35882801969758,0.151414937217053,"yellow"
"BTRC|8945",7.63052376737847,0.00598726452007478,0.00598726449392728,0.146752080379365,"turquoise"
"BUB1|699",13.0220446712332,0.000344408496849059,0.000344408470294488,-0.666001977893711,"magenta"
"BUB1B|701",7.4012315424572,0.00678478452524349,0.00678478449915287,-0.392770848819461,"magenta"
"BUB3|9184",1.59011195671326,0.208000287040239,0.208000287022244,-0.0529944789478183,"grey"
"BUD13|84811",0.418726897497735,0.517921501073874,0.517921501063833,-0.0250794484127113,"green"
"BUD31|8896",0.944580406440018,0.331654164720748,0.331654164706224,-0.0608464561084716,"blue"
"BVES|11149",11.1031774701172,0.000936987255721625,0.000936987229207653,0.521206261750979,"brown"
"BYSL|705",0.609004252945943,0.435596367844177,0.435596367832256,0.0424670098279094,"pink"
"BZRAP1|9256",1.23632471761961,0.26680764811382,0.266807648097546,-0.118644864353371,"green"
"BZW1|9689",2.11181034629049,0.146902538306501,0.14690253828654,-0.0753723774306021,"grey"
"BZW2|28969",0.951018184373883,0.330013694948578,0.330013694934008,-0.0749554813864659,"pink"
"C10orf10|11067",2.03989430506063,0.153953014504246,0.153953014484523,-0.209337367167899,"yellow"
"C10orf105|414152",0.445074859854209,0.505044348937626,0.505044348927313,-0.123907601546867,"red"
"C10orf107|219621",3.19237600721933,0.0746933671617495,0.0746933671390781,0.307377173062134,"grey"
"C10orf108|414235",0.643035065642497,0.423060969153281,0.42306096914105,0.137416571438324,"brown"
"C10orf110|55853",2.43583329923559,0.119333410805882,0.119333410784946,-0.225363953647413,"green"
"C10orf111|221060",0.976967886987593,0.323509596805137,0.323509596790403,-0.141610511414605,"green"
"C10orf114|399726",0.800254200298671,0.371522517086547,0.371522517073049,-0.118779380044008,"yellow"
"C10orf116|10974",2.40416470105024,0.121755264128001,0.121755264107153,0.336217525985864,"brown"
"C10orf11|83938",3.6712912797896,0.0560262418132874,0.0560262417898068,0.290590170358882,"blue"
"C10orf118|55088",2.94221534421651,0.0870194720505987,0.08701947202843,0.19607801989722,"turquoise"
"C10orf119|79892",1.71531717280276,0.191002807984495,0.191002807965978,-0.0520382862026718,"turquoise"
"C10orf12|26148",3.97594154818204,0.0467916824362455,0.0467916824123459,0.190937535758551,"turquoise"
