"","c(1:nrow(cleanDat))","rownames(cleanDat)","net$colors","kMEmagenta","kMEturquoise","kMEblack","kMEred","kMEbrown","kMEyellow","kMEgreen","kMEblue","kMEpink","kMEtableSortVector"
"ROBO4|54538",13165,"ROBO4|54538","yellow",-0.26253998027734,-0.191989784497675,0.322360183300167,0.40730098502291,0.548498330697335,0.715242881421564,0.0417830530697369,0.0507619608686175,-0.181184982984975,"M4 yellow|0.7152"
"DLC1|10395",4440,"DLC1|10395","yellow",-0.246497694698644,0.089486442924593,0.336634409359691,0.481234302936696,0.546039987248651,0.715140119543788,-0.0843543347683911,-0.28172330442025,-0.412370263928038,"M4 yellow|0.7151"
"ANGPTL2|23452",595,"ANGPTL2|23452","yellow",-0.201721701234168,-0.00296871946612732,0.532060486921127,0.457550133882647,0.587820691324168,0.714841817634865,0.0338683348820493,-0.164138511847886,-0.214596612305319,"M4 yellow|0.7148"
"TM6SF1|53346",15546,"TM6SF1|53346","yellow",-0.0473710755003145,0.126792700233023,0.307658490000709,0.609767125904013,0.521148478398748,0.71475085362499,-0.0788249830738458,-0.304707391460031,-0.279805561462438,"M4 yellow|0.7148"
"SHE|126669",13942,"SHE|126669","yellow",-0.191041457985684,0.249761775169993,0.307340813793189,0.493399145184344,0.602378715574826,0.714517819043169,-0.153529114574864,-0.385391754716648,-0.399042067362331,"M4 yellow|0.7145"
"SIRPA|140885",14001,"SIRPA|140885","yellow",-0.152328602593302,-0.0177105986148208,0.689747088646382,0.707915771233025,0.62235529658752,0.714479173515433,0.0172907908333791,-0.177555398185911,-0.266479415230736,"M4 yellow|0.7145"
"GEM|2669",6233,"GEM|2669","yellow",-0.21554708206398,-0.0575017308142073,0.349184416397675,0.519668521954633,0.595829594975921,0.713946832991702,-0.0602540907279164,-0.192152530218435,-0.227301414444875,"M4 yellow|0.7139"
"HOXB2|3212",7159,"HOXB2|3212","yellow",-0.269797330921452,-0.268602877579009,0.665056247574659,0.556224844756272,0.696158751857705,0.713870117935793,0.16692992424708,0.0519757107804231,-0.14515189279128,"M4 yellow|0.7139"
"COL5A2|1290",3659,"COL5A2|1290","yellow",0.24975804311397,0.141239662936886,0.0970224373858143,0.507091945602219,0.3315790449109,0.712886345274302,-0.0107458092775847,-0.264810482516064,-0.19673847704261,"M4 yellow|0.7129"
"SLC16A3|9123",14074,"SLC16A3|9123","yellow",-0.0745147994558121,-0.259091862554909,0.572319445492552,0.675081523534306,0.451484782338897,0.712581592981731,0.197075204919115,0.0625770707757259,-0.12177260462605,"M4 yellow|0.7126"
"PODNL1|79883",11888,"PODNL1|79883","yellow",-0.00468108760763131,-0.247268196604873,0.413854172862753,0.572839860033466,0.398537391243684,0.712066641034943,0.266602446939012,0.0876287971632971,0.05335502056717,"M4 yellow|0.7121"
"NUMBL|9253",10820,"NUMBL|9253","yellow",-0.27585329026236,-0.402580454664004,0.508759336449407,0.486145077502182,0.632450982756467,0.711954359803466,0.36249646120929,0.18897114585206,-0.0438299378753793,"M4 yellow|0.712"
"IGF2|3481",7417,"IGF2|3481","yellow",-0.241806182827388,-0.163623458195344,0.231077060295932,0.42228196505252,0.628481532642961,0.711734285050016,0.0234485590860796,-0.00450907569549294,-0.0898178414515232,"M4 yellow|0.7117"
"TMEM37|140738",15730,"TMEM37|140738","yellow",-0.167884250016329,-0.154916701056364,0.437376223338584,0.598127314728578,0.63623664943726,0.710975169347489,-0.0117525159252264,-0.00830215299881354,-0.207527892299899,"M4 yellow|0.711"
"YPEL4|219539",17020,"YPEL4|219539","yellow",-0.131359115623112,-0.312326026414998,0.462439344128875,0.574000009434528,0.518734316284046,0.710084346889837,0.270283502879469,0.137547737354536,0.0379726737026837,"M4 yellow|0.7101"
"FRY|10129",5988,"FRY|10129","yellow",0.0392653956662955,0.233130895186326,0.360744603801372,0.478835088354094,0.528104197997966,0.708827438198378,-0.0318082038317111,-0.387234736452785,-0.265142674577638,"M4 yellow|0.7088"
"FSTL3|10272",6001,"FSTL3|10272","yellow",-0.0762347457852125,-0.44284649080529,0.276482690736731,0.402363630905141,0.419787133485704,0.708668367957852,0.307174072140671,0.264592369448996,0.110591954297951,"M4 yellow|0.7087"
"KLHL30|377007",8205,"KLHL30|377007","yellow",-0.192339148451496,-0.0802917981420966,0.37219596563763,0.416292378313716,0.65742567206014,0.708663268416518,0.0257549724790481,-0.101651122481309,-0.219654802303583,"M4 yellow|0.7087"
"GPX8|493869",6618,"GPX8|493869","yellow",-0.073694905221522,-0.019880491381209,0.440517557913058,0.579730362075694,0.610160228002647,0.707998438483677,-0.117571283025321,-0.151422338829536,-0.293259058844862,"M4 yellow|0.708"
"HOPX|84525",7144,"HOPX|84525","yellow",0.0453777919338091,-0.257273880146913,0.468982184845389,0.543743252927629,0.445809501679522,0.707693230260701,0.138495769048775,0.0846683226240278,0.0325869130575416,"M4 yellow|0.7077"
"COL1A1|1277",3640,"COL1A1|1277","yellow",0.260322948337652,-0.0402511963988338,0.0995293938061422,0.461139090921274,0.289340878347297,0.70693707230442,0.0686954427724286,-0.0655953220030134,-0.0539971988255933,"M4 yellow|0.7069"
"BGN|633",1382,"BGN|633","yellow",0.178406041207833,-0.227114999981089,0.222300376430712,0.518389298570144,0.250061135021466,0.706561824038806,0.14169552169787,0.111182209115108,0.106098239974004,"M4 yellow|0.7066"
"KCNT2|343450",7907,"KCNT2|343450","yellow",-0.12772115419645,0.181122031885217,0.351282143494129,0.50051838972173,0.635328376054117,0.706589053240692,-0.0461640593762669,-0.368129585297341,-0.313905497432975,"M4 yellow|0.7066"
"NOTCH4|4855",10625,"NOTCH4|4855","yellow",-0.253200718821588,-0.130101008046184,0.526434445359854,0.440493612673238,0.554590970705093,0.705700106517863,0.295178560514957,-0.0159428850607068,-0.248494989200726,"M4 yellow|0.7057"
"BEST1|7439",1369,"BEST1|7439","yellow",-0.15330415049186,-0.00668022915798927,0.457221957962758,0.596515722573402,0.604479899556894,0.70541385740326,0.0935875580236479,-0.150944303425084,-0.2275866152099,"M4 yellow|0.7054"
"CNR1|1268",3594,"CNR1|1268","yellow",-0.183466668220775,0.0506516809225426,0.483184471956045,0.577070337645174,0.590213489985401,0.703477041478623,0.0388639714989611,-0.207510839049702,-0.260314692102755,"M4 yellow|0.7035"
"C9orf167|54863",2475,"C9orf167|54863","yellow",0.0995934216986493,-0.117525485422286,0.381824321883275,0.644348042453287,0.368334390028935,0.70336457248372,0.216031952893228,-0.0182883811743873,-0.0739469399592085,"M4 yellow|0.7034"
"TIMP1|7076",15499,"TIMP1|7076","yellow",-0.176479076209925,-0.440981795970978,0.499282341632538,0.577299026175577,0.541610561978831,0.702922574690395,0.147203127188016,0.244529716169706,0.0607015100703043,"M4 yellow|0.7029"
"BMP4|652",1421,"BMP4|652","yellow",-0.191500933619962,-0.0400024852208999,0.423122434251798,0.510066324561066,0.698815421215064,0.702712620414193,-0.0143884758899314,-0.161045432757522,-0.207145301251762,"M4 yellow|0.7027"
"CH25H|9023",3287,"CH25H|9023","yellow",-0.17707554479164,-0.0730320399552365,0.391285973794437,0.613076853488123,0.520413954865863,0.701995951613471,-0.060888210056789,-0.157404072791483,-0.173653447123341,"M4 yellow|0.702"
"COL5A3|50509",3660,"COL5A3|50509","yellow",-0.133622377043693,-0.129948369803275,0.241683852400406,0.421076694856372,0.489605280303417,0.701910399599029,0.286395470007422,0.00831503850299395,-0.192608340290903,"M4 yellow|0.7019"
"PRDM16|63976",12145,"PRDM16|63976","yellow",-0.17037262469801,-0.072473940573664,0.468761336111752,0.526242610237462,0.577602898946876,0.69997177346253,0.1486911314702,-0.093174963942314,-0.226773362050605,"M4 yellow|0.7"
"RRAD|6236",13342,"RRAD|6236","yellow",-0.164822444531537,-0.302521746972959,0.254337846397247,0.432915734921865,0.526536944125451,0.699939410157945,0.129102890199592,0.128964377758877,-0.0205862992643078,"M4 yellow|0.6999"
"NRXN2|9379",10732,"NRXN2|9379","yellow",-0.10856675988249,-0.19978521977413,0.334580287282725,0.499928868553101,0.569174127918789,0.699400517666436,0.147611116205662,0.0357483484491738,0.000202377434731855,"M4 yellow|0.6994"
"ABCA6|23460",51,"ABCA6|23460","yellow",-0.148517865990059,0.189049093349499,0.319037684738809,0.589696267210474,0.587929912215312,0.698511576297386,-0.00144350811614103,-0.349572450157606,-0.262657544133493,"M4 yellow|0.6985"
"PLAU|5328",11729,"PLAU|5328","yellow",-0.0642847798513373,-0.0816988714119089,0.697808901742771,0.690999684252482,0.538503147746265,0.698203146766608,0.0638994998225027,-0.124287772476934,-0.232621841307546,"M4 yellow|0.6982"
"FBLN2|2199",5599,"FBLN2|2199","yellow",-0.0568539192180895,0.0371328545170885,0.29833446193025,0.526908772868542,0.498127132293781,0.6981092082561,-0.0371401105805982,-0.188035943689057,-0.16466062742693,"M4 yellow|0.6981"
"HEG1|57493",6911,"HEG1|57493","yellow",-0.123193371547749,0.3951899232653,0.393767962799011,0.524176061131976,0.560723268638868,0.698063578151719,-0.245030098597922,-0.542516041631944,-0.559440781507789,"M4 yellow|0.6981"
"PDE4C|5143",11354,"PDE4C|5143","yellow",-0.184158033466503,-0.214405230487839,0.279510524778294,0.368284777650631,0.522024620396356,0.697809580170883,0.274711462582552,0.0729472390757275,-0.0672130018940836,"M4 yellow|0.6978"
"ADAMTS6|11174",270,"ADAMTS6|11174","yellow",0.0281391581393675,-0.010128567192205,0.29680952734498,0.523556124295985,0.439419056606922,0.697428378763495,0.202483573284306,-0.126462293327089,-0.145683971620222,"M4 yellow|0.6974"
"RAMP3|10268",12687,"RAMP3|10268","yellow",-0.182292677981311,-0.437312709154355,0.359027570642676,0.475282515384394,0.469310050998504,0.697145165467281,0.148743832732258,0.28789399368873,0.0581772732951352,"M4 yellow|0.6971"
"BCL6B|255877",1339,"BCL6B|255877","yellow",-0.157275805490022,-0.107556207991622,0.279925622513065,0.420970056602346,0.446065620317532,0.696884170130931,0.0546903524609354,-0.0340381528778958,-0.17320955575916,"M4 yellow|0.6969"
"DARC|2532",4160,"DARC|2532","yellow",-0.260373630361075,-0.259573700073056,0.424765056335713,0.532442137979854,0.544919629094446,0.696355045830428,0.0389626873423514,0.0610231946081284,-0.0272902673069996,"M4 yellow|0.6964"
"GPR133|283383",6524,"GPR133|283383","yellow",-0.170735921921663,0.131309869647231,0.225474650238965,0.490065451769926,0.618540941739088,0.696221928738205,-0.139488852045269,-0.304705812605369,-0.309101274812034,"M4 yellow|0.6962"
"AHR|196",412,"AHR|196","yellow",-0.114643947849869,0.223626368642911,0.552063618682773,0.656701245591956,0.601533016020764,0.694623767847491,-0.157404009118999,-0.468480641189639,-0.387024642304337,"M4 yellow|0.6946"
"USHBP1|83878",16580,"USHBP1|83878","yellow",-0.16008647174605,-0.311684603622025,0.28893406577417,0.390190219786337,0.498436296878834,0.694575845331411,0.314563061215215,0.206574974797475,0.0223642058147009,"M4 yellow|0.6946"
"TBC1D2B|23102",15213,"TBC1D2B|23102","yellow",-0.176381997549336,0.237696515853007,0.561415953515977,0.6211422725465,0.612439869435024,0.693977159499898,0.0692535618412311,-0.427627675515867,-0.460221689146544,"M4 yellow|0.694"
"TTYH2|94015",16287,"TTYH2|94015","yellow",-0.200987017537581,0.168881458197835,0.556609062853407,0.584526669544766,0.689630701716586,0.693637781122457,0.0651050543813221,-0.348927494810124,-0.325912044576151,"M4 yellow|0.6936"
"SLIT3|6586",14388,"SLIT3|6586","yellow",-0.136560439164926,0.0781170705681654,0.174208116260914,0.344172894067895,0.57151907677267,0.693218915078549,-0.0955283113526407,-0.219784342872,-0.267013868224862,"M4 yellow|0.6932"
"RSPO1|284654",13382,"RSPO1|284654","yellow",-0.286635019970561,-0.0244410184692085,0.381369731211133,0.534919390070998,0.672634052891111,0.692617419128697,-0.0565833848202183,-0.173395820924508,-0.243563879963199,"M4 yellow|0.6926"
"THBD|7056",15432,"THBD|7056","yellow",-0.259458854486217,-0.0727150357621642,0.344604157996242,0.458387413574594,0.518195457408279,0.692581229749447,-0.0404478731115391,-0.129866762531799,-0.266562744116916,"M4 yellow|0.6926"
"ITGA11|22801",7693,"ITGA11|22801","yellow",0.200692499249874,0.0571458899313508,0.286003075751039,0.495107863636718,0.319198073577016,0.692461814966705,0.0571896842212801,-0.164623066053784,-0.098493898591523,"M4 yellow|0.6925"
"IER5|51278",7371,"IER5|51278","yellow",-0.241826195489284,-0.279038754441469,0.605804789776332,0.644689305253729,0.576769062006475,0.692337672928979,0.144617861642169,0.0380287773866475,-0.155587008526828,"M4 yellow|0.6923"
"RASGRP3|25780",12742,"RASGRP3|25780","yellow",0.142744301230765,0.147956818865495,0.242050149508915,0.64322092637478,0.335668934317932,0.692283331053077,-0.0604893150096238,-0.24508896847652,-0.275167204715849,"M4 yellow|0.6923"
"NKD2|85409",10524,"NKD2|85409","yellow",-0.124884210851556,-0.299198084738239,0.475031439636886,0.517953255008438,0.543211907642884,0.692235509789438,0.257720295876024,0.121472655607005,0.00642076801902404,"M4 yellow|0.6922"
"MEOX1|4222",9529,"MEOX1|4222","yellow",-0.0764994220459303,-0.122695356866771,0.280435430074624,0.54552640818377,0.489923436821718,0.690758721667863,-0.00719669735333178,-0.0357626175601021,-0.0834625120731431,"M4 yellow|0.6908"
"PPIC|5480",12025,"PPIC|5480","yellow",-0.211720237810093,-0.317071564063404,0.458299670063295,0.489581729479674,0.650355569837738,0.690096632627251,-0.019045243597536,0.107762740318893,-0.178469683607521,"M4 yellow|0.6901"
"HGF|3082",6951,"HGF|3082","yellow",-0.0315418701645157,0.291104071204238,0.345632167189796,0.61998206620479,0.547788115670132,0.689993937347874,-0.212834350099985,-0.448733880157806,-0.331789500828256,"M4 yellow|0.69"
"IFI27L2|83982",7378,"IFI27L2|83982","yellow",-0.320659678697817,-0.480943837311278,0.670715074318552,0.607661698076629,0.652553284217744,0.689959679719801,0.28575671454516,0.277002461172648,0.0665557370569695,"M4 yellow|0.69"
"CALCRL|10203",2579,"CALCRL|10203","yellow",-0.00176863630559419,0.268540042155747,0.334217922904342,0.505997643134582,0.448409960851928,0.689741497147039,-0.222971688201834,-0.400751234642047,-0.370959072190949,"M4 yellow|0.6897"
"PURG|29942",12493,"PURG|29942","yellow",-0.225814743031173,-0.0471056273143576,0.414728484570076,0.503764823214394,0.664788567370654,0.689127577614211,0.0672151562552721,-0.144425557054293,-0.16533897748182,"M4 yellow|0.6891"
"ADAMTS12|81792",257,"ADAMTS12|81792","yellow",0.0329477954511698,0.304523599685278,0.206220289859274,0.505089604036632,0.493437558470086,0.688110815200507,-0.18229372110064,-0.408666952598334,-0.385269644034096,"M4 yellow|0.6881"
"AKR1B1|231",456,"AKR1B1|231","yellow",-0.299008557224469,-0.28978745852723,0.605231370060624,0.617391559720548,0.67698286665772,0.687251127747923,0.110672142161893,0.089747557985184,-0.147660542111609,"M4 yellow|0.6873"
"PDLIM2|64236",11391,"PDLIM2|64236","yellow",-0.159843147775764,-0.466496488668438,0.431727179379841,0.461770075097716,0.55108595285375,0.686847722299858,0.224927804787465,0.29845384417469,0.00615476089455677,"M4 yellow|0.6868"
"SLC6A6|6533",14333,"SLC6A6|6533","yellow",-0.0134610318035772,0.161011350242603,0.471179121428416,0.661780403362699,0.538600546911408,0.68649121861907,0.0265127863850288,-0.344978493582842,-0.345302719415949,"M4 yellow|0.6865"
"SOX17|64321",14617,"SOX17|64321","yellow",-0.295980663899753,-0.21965904802458,0.295412403766509,0.416727792906729,0.552065417206726,0.686491097641979,0.0467463801438374,0.0250560229158308,-0.136879553183265,"M4 yellow|0.6865"
"HMCN1|83872",7082,"HMCN1|83872","yellow",0.0107668758703968,0.296915046000416,0.318569811542655,0.518292205841662,0.512141344579244,0.685666743729829,-0.153315411606765,-0.441811143897966,-0.340442297819182,"M4 yellow|0.6857"
"CADM3|57863",2567,"CADM3|57863","yellow",-0.142293615066161,-0.145053848401058,0.537110625936027,0.629336871057049,0.582570125265855,0.684943500312503,0.0993081564566795,-0.0297064076485207,-0.0757682445118101,"M4 yellow|0.6849"
"KIAA1211|57482",8038,"KIAA1211|57482","yellow",0.0844413378375863,0.25801065382358,0.332816619984154,0.549991789304404,0.445073334492652,0.684614552500331,-0.0850211251122164,-0.382170614785371,-0.291201132215723,"M4 yellow|0.6846"
"SH3PXD2A|9644",13922,"SH3PXD2A|9644","yellow",-0.231198137965704,0.245890634470128,0.586796109300661,0.458036347728272,0.677805069959796,0.684194786376177,0.0315495098205646,-0.455465642940514,-0.391793420316151,"M4 yellow|0.6842"
"ANP32E|81611",690,"ANP32E|81611","yellow",-0.159987368913969,0.0887822456340662,0.616279467889592,0.65098654112755,0.638125162593945,0.684144216660697,-0.0252341437352168,-0.303043625993373,-0.285271138611717,"M4 yellow|0.6841"
"PKIG|11142",11685,"PKIG|11142","yellow",-0.22694023387657,-0.560671128952214,0.348514059375281,0.394313420239833,0.58654268699981,0.684060021300747,0.18385000194757,0.345442094164769,0.214109503271486,"M4 yellow|0.6841"
"CAMK4|814",2604,"CAMK4|814","yellow",-0.17325795513711,0.183207066717279,0.345431840688374,0.59091989723566,0.610065649159222,0.683727174314781,-0.160068480381178,-0.349681979535744,-0.341450377589444,"M4 yellow|0.6837"
"PLCE1|51196",11741,"PLCE1|51196","yellow",-0.0723651960743372,0.231181230269336,0.447709369536873,0.483789460623813,0.553510278083014,0.683237052868514,-0.0860268360153616,-0.385362413260063,-0.366089125514008,"M4 yellow|0.6832"
"ESR1|2099",5144,"ESR1|2099","yellow",-0.159463833711573,0.0930286347441486,0.475740166184773,0.521732081002529,0.55221404691529,0.682690768769763,-0.0137041609524707,-0.26944856771633,-0.229147804102475,"M4 yellow|0.6827"
"LEFTY2|7044",8419,"LEFTY2|7044","yellow",0.130289190152504,-0.16375720721923,0.23159636713516,0.443065668494587,0.370396147480598,0.682127352095568,0.119065867237167,0.0355054451520326,0.0617641370073496,"M4 yellow|0.6821"
"TNFAIP8L1|126282",15839,"TNFAIP8L1|126282","yellow",-0.00249506070592535,0.129531573655374,0.518227192314364,0.602088688440414,0.537888716079778,0.681488788109618,0.0342993961628468,-0.263112903910662,-0.358749743584767,"M4 yellow|0.6815"
"MLKL|197259",9693,"MLKL|197259","yellow",-0.228275120453283,-0.216228157276519,0.499289286599779,0.656095270341745,0.514016744754594,0.680767976503448,0.152287253909054,0.0171158265878791,-0.105926118259532,"M4 yellow|0.6808"
"ABCB4|5244",58,"ABCB4|5244","yellow",0.0102051333339405,0.0184491717921499,0.352846315540126,0.585438861955923,0.433660113354375,0.680581319739601,0.0459317614348962,-0.160343585532413,-0.154786697489861,"M4 yellow|0.6806"
"PKN3|29941",11691,"PKN3|29941","yellow",-0.0219098727838434,-0.316875861573775,0.452848289948333,0.447816143307524,0.442891599095051,0.6785321513521,0.347968587379058,0.190813621379626,0.0179643227441958,"M4 yellow|0.6785"
"RAMP2|10266",12686,"RAMP2|10266","yellow",-0.199896146887346,-0.490244231201607,0.340670438267515,0.377147124386504,0.482950974096493,0.678326942481599,0.156082260765405,0.350151084048792,0.0785990553009294,"M4 yellow|0.6783"
"LOC541471|541471",8859,"LOC541471|541471","yellow",0.14444388765427,-0.343377436438713,0.27251461704216,0.529829219141192,0.237558241602881,0.678107038084649,0.232235728188059,0.217203723321861,0.162818365047948,"M4 yellow|0.6781"
"PLK3|1263",11802,"PLK3|1263","yellow",-0.153369289104756,-0.262703097705709,0.439828418820722,0.568986275136013,0.418856875293908,0.678028270339787,0.248804130380911,0.0404871786334957,-0.0534484496462461,"M4 yellow|0.678"
"IGFBP6|3489",7428,"IGFBP6|3489","yellow",-0.327535196162527,-0.431936503175401,0.273582611650719,0.369861583497569,0.62625635075134,0.677894733996026,0.158341620235066,0.2345090525153,0.0657126514027105,"M4 yellow|0.6779"
"PFKFB3|5209",11473,"PFKFB3|5209","yellow",-0.279924446744241,0.12576848408304,0.715947418581653,0.569160575261566,0.67542709787999,0.677701899886253,-0.0080068579752065,-0.360028723827714,-0.39203114364075,"M4 yellow|0.6777"
"OAF|220323",10860,"OAF|220323","yellow",-0.0175366595310023,-0.212663277815465,0.320166493188605,0.481130454181918,0.376554350915301,0.677010668551211,0.0969270607987396,0.0760194495121916,0.0967636428931749,"M4 yellow|0.677"
"TUBA1A|7846",16290,"TUBA1A|7846","yellow",-0.26973195386396,-0.19740377336999,0.475533340496304,0.433684004386487,0.673373997781395,0.676651274273374,-0.00406813289690695,-0.0315875809467728,-0.144649687500266,"M4 yellow|0.6767"
"FZD2|2535",6053,"FZD2|2535","yellow",-0.131339445418387,-0.153523634396338,0.563566139391914,0.542384369906222,0.611155671946572,0.675671415402479,0.138190805788674,-0.00481882131110835,-0.0719428503664106,"M4 yellow|0.6757"
"TMEM43|79188",15739,"TMEM43|79188","yellow",-0.135396711093709,0.203717104697894,0.546601557301896,0.454307947892577,0.682401066927788,0.675612278093098,-0.0917277278162033,-0.390954958524512,-0.311101856730931,"M4 yellow|0.6756"
"PLEKHA4|57664",11764,"PLEKHA4|57664","yellow",-0.126736293379359,-0.37366712140592,0.533851877759192,0.581296443311509,0.497959177545372,0.675472463079153,0.227273862976879,0.183291039242495,-0.0442506040765296,"M4 yellow|0.6755"
"PHKG1|5260",11554,"PHKG1|5260","yellow",-0.0730796469679314,-0.0752332404988545,0.478785541499068,0.556935279835912,0.554189401136841,0.675111539733374,0.173084662913278,-0.0800901055145934,-0.0759986093643481,"M4 yellow|0.6751"
"PTGIR|5739",12413,"PTGIR|5739","yellow",0.196362436166764,-0.138728865838154,0.139475842222602,0.572695646485112,0.230056335605025,0.674730567628888,0.165249001924855,0.0528825967717252,0.030598231378735,"M4 yellow|0.6747"
"PGF|5228",11497,"PGF|5228","yellow",-0.268724460374412,-0.250505879201611,0.361473179114088,0.407685551720858,0.605308639850283,0.674549224061346,0.0625879846601992,0.0752088431081749,-0.100567202656623,"M4 yellow|0.6745"
"ETV1|2115",5164,"ETV1|2115","yellow",-0.0917964810494148,0.159960799013496,0.504341172661093,0.556528049241167,0.612826717386795,0.673825531901287,-0.0582633002987813,-0.335866468901708,-0.284419324054087,"M4 yellow|0.6738"
"RASL11A|387496",12747,"RASL11A|387496","yellow",-0.276888357953682,-0.272150036103143,0.575242975568996,0.557506279086168,0.630244141318329,0.672608010748336,0.0336856025495191,0.0181326456990827,-0.0867330572886907,"M4 yellow|0.6726"
"CERCAM|51148",3254,"CERCAM|51148","yellow",-0.22582463327497,-0.291449041142592,0.447895448036499,0.403507995737923,0.575671229533471,0.672300778350182,0.126880109685564,0.112431921340047,-0.0594386585030542,"M4 yellow|0.6723"
"RAB12|201475",12561,"RAB12|201475","yellow",-0.0766024664216529,-0.139788074488842,0.433075761874284,0.479044581132367,0.622665905337685,0.672305872393274,0.150917464673833,-0.0723964643824386,-0.0105534857454582,"M4 yellow|0.6723"
"GJA5|2702",6303,"GJA5|2702","yellow",-0.106047679873961,-0.155190854795037,0.212298793003494,0.374666961161325,0.494190230365587,0.671973309909862,0.034183042024063,0.0298484138323927,-0.101320771516105,"M4 yellow|0.672"
"HTRA3|94031",7318,"HTRA3|94031","yellow",-0.151675969833247,-0.31495466576511,0.201906168014318,0.40135609788914,0.500490386625644,0.671550310461241,0.0847125262903334,0.146918875985549,0.0724013909306956,"M4 yellow|0.6716"
"HSPG2|3339",7299,"HSPG2|3339","yellow",-0.160861187725869,0.207442818513792,0.373965139253993,0.323328782993793,0.609258869711713,0.671447561721592,-0.0678928337733742,-0.34517485209308,-0.368814190456931,"M4 yellow|0.6714"
"CPXM2|119587",3792,"CPXM2|119587","yellow",0.0673303531466754,-0.124635756715662,0.172372104244093,0.397934047078268,0.419480110464366,0.670413328417731,0.0353898021571221,-0.0169122038820573,-0.00255057423474351,"M4 yellow|0.6704"
"DLL4|54567",4461,"DLL4|54567","yellow",-0.025633426038747,-0.0685788451488545,0.154342914519884,0.397599995212523,0.352652416662859,0.670440531049538,-0.00966968058375567,-0.0577588013873102,-0.198808563925307,"M4 yellow|0.6704"
"ZBTB46|140685",17075,"ZBTB46|140685","yellow",-0.0752600084439209,0.123020612591449,0.420827944927155,0.530558549450571,0.450113507206506,0.670144629162328,0.166898047307364,-0.269865222197804,-0.308219801443925,"M4 yellow|0.6701"
"RASSF2|9770",12752,"RASSF2|9770","yellow",-0.0388913718165423,0.181146475366948,0.167867782523783,0.541263833049486,0.445374919746283,0.67004563797533,-0.0738463909015984,-0.3287442892956,-0.271100056587576,"M4 yellow|0.67"
"TMTC1|83857",15822,"TMTC1|83857","yellow",-0.312148523091736,0.243958237392522,0.391612840037778,0.425839056566653,0.68882231735233,0.669083365642023,-0.199227672814511,-0.424593277937643,-0.397603963754831,"M4 yellow|0.6691"
"DIO2|1734",4408,"DIO2|1734","yellow",0.0120256765891097,0.149986453185279,0.346114814411873,0.579108207801336,0.430734815883698,0.668933626834706,-0.0982532081326236,-0.298831451852414,-0.229338001407394,"M4 yellow|0.6689"
"CDKN2B|1030",3157,"CDKN2B|1030","yellow",0.119825134482367,0.0112242324025783,0.289509077708169,0.51673893461972,0.35128867957701,0.667609466173001,-0.00630068594282588,-0.136425510651087,-0.200247628427137,"M4 yellow|0.6676"
"OSR1|130497",11010,"OSR1|130497","yellow",-0.214033962299707,-0.130174297817596,0.507733136267273,0.486996865378612,0.619237717840609,0.667513197806207,0.0948582314268664,-0.0522550121089484,-0.145556732667071,"M4 yellow|0.6675"
"COL8A1|1295",3667,"COL8A1|1295","yellow",0.226500913713674,0.368885577491945,0.177886114646571,0.538466662095282,0.33713613438381,0.667306367718361,-0.170615505391862,-0.467744397301057,-0.308645790954728,"M4 yellow|0.6673"
"CNPY4|245812",3593,"CNPY4|245812","yellow",-0.0933913287808425,-0.374822460465176,0.360413412224431,0.449501052302769,0.57179666723888,0.666259884142929,0.216874747826977,0.219332127049807,0.0958332274322379,"M4 yellow|0.6663"
"S100A3|6274",13448,"S100A3|6274","yellow",-0.146481787376543,-0.276329828533151,0.455867468983517,0.562271148640511,0.516259105813143,0.66633280810682,0.0906982479740314,0.0836135490864619,-0.0571439157891969,"M4 yellow|0.6663"
"P2RY8|286530",11062,"P2RY8|286530","yellow",-0.0698669900203396,0.0438746540084765,0.29895309283582,0.688213792436158,0.42281606055962,0.665508903622238,-0.0374513946304181,-0.161580354957601,-0.277774274659372,"M4 yellow|0.6655"
"JAKMIP2|9832",7761,"JAKMIP2|9832","yellow",-0.117934561371239,0.0125438528115059,0.387661568712534,0.603311872217527,0.575859121112051,0.664988526612511,-0.0362408048585118,-0.173425486930944,-0.233473992513831,"M4 yellow|0.665"
"HRH1|3269",7211,"HRH1|3269","yellow",-0.0785252523910671,0.0187696483366885,0.467330685708808,0.555199231018365,0.426428098882876,0.664727450452038,-0.0603782304821625,-0.194309107274539,-0.172438400267119,"M4 yellow|0.6647"
"KCNK5|8645",7883,"KCNK5|8645","yellow",-0.129377965327902,-0.0203729736665123,0.374824435592745,0.4699803616802,0.437440241620396,0.664082171918642,-0.035555599167257,-0.141113824816542,-0.263657691500942,"M4 yellow|0.6641"
"ARID5A|10865",901,"ARID5A|10865","yellow",-0.269043665873279,-0.337637390010889,0.477870387944946,0.529127707623203,0.501427950838386,0.663940600332953,0.221923122928757,0.0963023372693453,0.00360875424540689,"M4 yellow|0.6639"
"NGF|4803",10477,"NGF|4803","yellow",0.0299158984203756,-0.248841904257003,0.236670569971334,0.407117524818505,0.335716576803735,0.662504418462396,0.1240147170284,0.08947352738617,-0.0182307529528408,"M4 yellow|0.6625"
"QSOX1|5768",12546,"QSOX1|5768","yellow",-0.258363186487998,-0.0587301793224889,0.511271837645071,0.516511598476489,0.645625420217334,0.662244046261068,-0.0363474124300882,-0.140828338029185,-0.228309991311179,"M4 yellow|0.6622"
