"","c(1:nrow(cleanDat))","rownames(cleanDat)","net$colors","kMEmagenta","kMEturquoise","kMEblack","kMEred","kMEbrown","kMEyellow","kMEgreen","kMEblue","kMEpink","kMEtableSortVector"
"TPX2|22974",15994,"TPX2|22974","magenta",0.920351693728423,0.164577982712877,-0.295691522157047,0.0626928840225312,-0.390030032832715,-0.0261699636348743,-0.0131826997750492,-0.036064875766998,0.191404644231512,"M9 magenta|0.9204"
"KIF4A|24137",8129,"KIF4A|24137","magenta",0.91311251013255,0.206599265337157,-0.308196508373528,0.0199876776252848,-0.42514673145182,-0.0725378046167439,-0.000464813066407638,-0.0530022998322728,0.188822628334541,"M9 magenta|0.9131"
"NUSAP1|51203",10846,"NUSAP1|51203","magenta",0.907732554246281,0.193970583397111,-0.272237183101423,0.0734380936700897,-0.376122433369153,-0.027708090166167,-0.0072038340953418,-0.07561964412063,0.171905738853025,"M9 magenta|0.9077"
"NEK2|4751",10413,"NEK2|4751","magenta",0.907152657678609,0.165710874638588,-0.289456886958519,0.0600096944648176,-0.409059094117091,-0.0417423471538557,-0.004000584463217,-0.0277569641074362,0.219150963103146,"M9 magenta|0.9072"
"MELK|9833",9526,"MELK|9833","magenta",0.907114364950124,0.201685174047312,-0.28273898682951,0.0604690298863187,-0.430414520564039,-0.0772009165986323,-0.0196467643048657,-0.0567982549860173,0.181424591281747,"M9 magenta|0.9071"
"DLGAP5|9787",4456,"DLGAP5|9787","magenta",0.906658417982337,0.252368485191008,-0.27001025026856,0.0786568058929018,-0.390820358809625,-0.0456956808383394,-0.074367603972294,-0.124028423246344,0.137492448746718,"M9 magenta|0.9067"
"CENPF|1063",3219,"CENPF|1063","magenta",0.900187348319629,0.310216249607132,-0.290089404680107,0.0680579196098132,-0.397285721950407,-0.0548834236296786,-0.0249866531957302,-0.174149289097658,0.133035717450335,"M9 magenta|0.9002"
"CDK1|983",3128,"CDK1|983","magenta",0.897794057095646,0.0975504513555216,-0.342075987955694,0.0236266462902991,-0.439754820395267,-0.092336237219661,-0.0029892290681196,0.0298651266565293,0.239674208248021,"M9 magenta|0.8978"
"NUF2|83540",10815,"NUF2|83540","magenta",0.895891720641077,0.0988463456835591,-0.314361922934989,0.0324617779018311,-0.421401421720392,-0.056308761977675,0.117020900524031,0.0248085579195608,0.283317238016113,"M9 magenta|0.8959"
"TOP2A|7153",15927,"TOP2A|7153","magenta",0.893110441971037,0.355995323807451,-0.278324446557773,0.0803825180270159,-0.364036520579652,-0.0351985522678925,-0.0880088290390596,-0.230886219306621,0.0744141912416271,"M9 magenta|0.8931"
"KIF20A|10112",8113,"KIF20A|10112","magenta",0.890109749710114,0.15651600086339,-0.276313664024961,0.0697599570027495,-0.368375930370167,-0.010360317338749,0.00354940432117124,-0.0320318372477239,0.183585414215936,"M9 magenta|0.8901"
"HMMR|3161",7103,"HMMR|3161","magenta",0.888527025354766,0.279482570711312,-0.32381263212704,0.0415663393868847,-0.401095075278088,-0.0951490373694279,-0.101024922762995,-0.142849100487567,0.140512233647049,"M9 magenta|0.8885"
"NCAPG|64151",10257,"NCAPG|64151","magenta",0.887812339629206,0.152320127614778,-0.288373836329866,0.0580427747383367,-0.397177019431873,-0.0573247698465011,0.00394729883800391,-0.0260609696835181,0.22580391173384,"M9 magenta|0.8878"
"PRC1|9055",12136,"PRC1|9055","magenta",0.883597750655642,0.195992062493057,-0.38987145225931,-0.0483457705523263,-0.465697977443577,-0.111890599360662,0.0353955945266972,-0.041029828426242,0.170633091770001,"M9 magenta|0.8836"
"GTSE1|51512",6754,"GTSE1|51512","magenta",0.882814598299633,0.133974056101168,-0.299951887637659,0.0263451184528245,-0.422235770489503,-0.041282346996182,0.0898522456544738,0.00813046383627525,0.21540329772997,"M9 magenta|0.8828"
"BUB1B|701",1530,"BUB1B|701","magenta",0.881366165795316,0.349699093758718,-0.343510524535782,0.00752904250682877,-0.447438877345313,-0.136597058687048,-0.0378224782972606,-0.179897690277547,0.124775457520037,"M9 magenta|0.8814"
"CDCA5|113130",3084,"CDCA5|113130","magenta",0.880898060017979,0.035031398081068,-0.277028485038909,0.0523403444934162,-0.397607845952541,-0.0439260526856968,0.0873539866127697,0.0858456699276524,0.268760013353558,"M9 magenta|0.8809"
"AURKA|6790",1193,"AURKA|6790","magenta",0.879644741323607,0.0942415110707229,-0.334662742974934,0.0179219843475816,-0.408416775059436,-0.0848333334001479,-0.0268057184859744,0.0428324574337346,0.247878618462891,"M9 magenta|0.8796"
"SPAG5|10615",14648,"SPAG5|10615","magenta",0.879210830543627,0.0695998623618439,-0.198019515071546,0.100102548169634,-0.392452922275389,0.00277909087577459,0.203325982298409,0.0435704857787626,0.236977456442824,"M9 magenta|0.8792"
"CENPA|1058",3214,"CENPA|1058","magenta",0.877270339473166,-0.0169899995213211,-0.312529410464104,0.0441889126935582,-0.426490910645011,-0.0337560528374342,0.11075947517867,0.142506813622003,0.326685747048373,"M9 magenta|0.8773"
"SKA3|221150",14021,"SKA3|221150","magenta",0.876475893882094,0.0486360257373446,-0.371444343304743,-0.0708767419834235,-0.461713603897164,-0.143159335857153,0.042837364125855,0.112325021984208,0.333364540887707,"M9 magenta|0.8765"
"BUB1|699",1529,"BUB1|699","magenta",0.874969004594467,0.320842661025942,-0.230731257928691,0.124694156242658,-0.341505981413159,-0.00326782944978487,-0.0748332709114963,-0.200294801196338,0.0256491301323122,"M9 magenta|0.875"
"CDCA8|55143",3087,"CDCA8|55143","magenta",0.866418915337113,0.134923495888572,-0.367284185025529,-0.00483637189708331,-0.46829953400818,-0.153727750357899,0.0251102606316492,0.0284743703959223,0.219460733156725,"M9 magenta|0.8664"
"RACGAP1|29127",12640,"RACGAP1|29127","magenta",0.86426108963745,0.337748084783802,-0.275122024976249,0.0784336956061985,-0.32239334934864,-0.0375505645290074,-0.114503973627973,-0.219713050772194,0.0520728569498928,"M9 magenta|0.8643"
"EPR1|8475",5079,"EPR1|8475","magenta",0.863754622646114,0.0190595382900637,-0.271652818929505,0.0525185943787924,-0.397058205968059,-0.0481486576120098,0.0617464191881405,0.0991236646944658,0.284675713720703,"M9 magenta|0.8638"
"CENPE|1062",3218,"CENPE|1062","magenta",0.861423550188595,0.330796348999745,-0.259722658944705,0.0788272844624523,-0.343556277316194,-0.0122401817774653,0.0293461782452081,-0.210836944553488,0.0848845502835208,"M9 magenta|0.8614"
"CDC20|991",3053,"CDC20|991","magenta",0.85955843283945,-0.0271790417764089,-0.22663087119875,0.0774675092550234,-0.413350612305117,-0.0118394325044953,0.118196739984477,0.146568645115621,0.308107561015877,"M9 magenta|0.8596"
"UBE2C|11065",16396,"UBE2C|11065","magenta",0.859372134709818,-0.13076996900467,-0.281429819167047,0.0298732693967761,-0.430673670452991,-0.0274406468957386,0.172632456505736,0.249803473590409,0.415842949808818,"M9 magenta|0.8594"
"DEPDC1B|55789",4322,"DEPDC1B|55789","magenta",0.858433166471806,0.212649901694225,-0.298100331203732,0.0587250671928117,-0.392218281194609,-0.0767384702336434,-0.0384584203687638,-0.0916969938519517,0.154485730635112,"M9 magenta|0.8584"
"NCAPH|23397",10259,"NCAPH|23397","magenta",0.858280529918484,0.150775716190974,-0.217765381228163,0.152232437269238,-0.315153620017378,0.029145089829394,-0.00732609559636777,-0.0503078086176203,0.146700815567834,"M9 magenta|0.8583"
"CEP55|55165",3244,"CEP55|55165","magenta",0.858021456618604,0.168170385529687,-0.220340819143801,0.167284334491629,-0.319681249289956,0.0274518523047174,-0.043988082611902,-0.0900915380219203,0.169015995331993,"M9 magenta|0.858"
"ESPL1|9700",5140,"ESPL1|9700","magenta",0.857246605779758,0.208826950592202,-0.159040620239535,0.158329719015822,-0.314363713417091,0.0492562869773506,0.112818821551838,-0.116641075791266,0.102882729490067,"M9 magenta|0.8572"
"KIF14|9928",8103,"KIF14|9928","magenta",0.856747822305714,0.352076650005108,-0.274424800451934,0.116417199645464,-0.355994616301245,0.00374156984733124,-0.0257833466091391,-0.231937678894149,0.0624088826082049,"M9 magenta|0.8567"
"LMNB1|4001",8537,"LMNB1|4001","magenta",0.856287966641934,0.284949023368089,-0.225953409379898,0.13143998605916,-0.33815601001358,-0.00762928148376264,-0.0135880318042839,-0.189550217968998,0.210460090068485,"M9 magenta|0.8563"
"PLK1|5347",11799,"PLK1|5347","magenta",0.856242724699483,0.0408531850806921,-0.215809396901751,0.0981632444950677,-0.372645766224231,0.00157001732505552,0.161479251709681,0.0677445612203122,0.214073062071899,"M9 magenta|0.8562"
"NEIL3|55247",10409,"NEIL3|55247","magenta",0.855187289454912,0.226921020539772,-0.298749701695518,0.0550158927843396,-0.370210785049424,-0.0538722526905293,-0.00598143397266919,-0.10688439024015,0.137762844211149,"M9 magenta|0.8552"
"CDKN3|1033",3161,"CDKN3|1033","magenta",0.854301748460227,-0.065625586113523,-0.295885584646182,0.0866007811836414,-0.366847791413088,0.0108371994069759,0.0704758633254038,0.166938687111786,0.33421280355744,"M9 magenta|0.8543"
"ASPM|259266",1032,"ASPM|259266","magenta",0.851659069299755,0.410767241707662,-0.203722611921045,0.156291284010642,-0.303623499077904,0.00674309558072521,-0.0746826079166162,-0.306562619716708,0.0246110979151266,"M9 magenta|0.8517"
"CDC25C|995",3058,"CDC25C|995","magenta",0.851029165046373,0.00464766568025789,-0.306382228165961,-0.00945350092982157,-0.419764428334753,-0.0959248121517789,0.0775424148572211,0.128189164546021,0.302694750612384,"M9 magenta|0.851"
"RRM2|6241",13353,"RRM2|6241","magenta",0.850028765221368,0.222868434544294,-0.277998994708442,0.0769098039566916,-0.383058047979398,-0.0469234596993635,-0.124352158186799,-0.100219394686748,0.0766316372904802,"M9 magenta|0.85"
"EXO1|9156",5186,"EXO1|9156","magenta",0.847938551011443,0.216821588634972,-0.223011290764306,0.0854282346652451,-0.317313827393503,-0.0223480746170029,-0.0851916941554443,-0.104645474773267,0.0943907612205474,"M9 magenta|0.8479"
"CCNA2|890",2905,"CCNA2|890","magenta",0.847470456188456,0.118574137681789,-0.220038418520794,0.127139001429708,-0.335124260857932,0.010975491394363,0.13198326792719,-0.0225396270471958,0.238094447820511,"M9 magenta|0.8475"
"KIF18B|146909",8108,"KIF18B|146909","magenta",0.84590991068275,0.0671281881331155,-0.216116844693069,0.110047923739503,-0.361613016593139,0.017003016422913,0.195683134692753,0.0468202090451018,0.208840752731826,"M9 magenta|0.8459"
"IQGAP3|128239",7636,"IQGAP3|128239","magenta",0.841963730563629,0.114381944878247,-0.252716735471933,0.0614362762084125,-0.378491541181882,-0.0182360131746799,0.137342582610209,0.00225781945924512,0.174609905008863,"M9 magenta|0.842"
"UBE2T|29089",16426,"UBE2T|29089","magenta",0.842015935302845,-0.111569428897513,-0.355984408848288,-0.0412712961787368,-0.464520641029543,-0.102350535008884,0.101659637754718,0.253738787839153,0.437645640459592,"M9 magenta|0.842"
"SGOL1|151648",13881,"SGOL1|151648","magenta",0.840909679963519,0.318444220972074,-0.247100436275041,0.0951877473100513,-0.321726246438011,-0.0148246719199261,-0.0896110211250345,-0.206067353266183,0.0472709461635089,"M9 magenta|0.8409"
"ASF1B|55723",1013,"ASF1B|55723","magenta",0.840440672942561,-0.0299691473068867,-0.196891153028465,0.0898137839783324,-0.335421323830195,0.000377180688017768,0.0404516955362286,0.13714949109488,0.244301290769717,"M9 magenta|0.8404"
"POLQ|10721",11917,"POLQ|10721","magenta",0.839666547331546,0.244576275019384,-0.159582511695222,0.152042135810412,-0.297891444939738,0.0393111490866749,0.13109843346355,-0.147400974909551,0.102520059339517,"M9 magenta|0.8397"
"FOXM1|2305",5944,"FOXM1|2305","magenta",0.839189792487451,0.0478241642908007,-0.268837845780038,0.0311177672385209,-0.373804302164984,-0.0206727741555538,0.127292654475249,0.0703418042325994,0.277357621730484,"M9 magenta|0.8392"
"OIP5|11339",10904,"OIP5|11339","magenta",0.83896698773037,0.0382206250756346,-0.206936445320621,0.0808401625313738,-0.338939384906899,0.00240166649682772,0.137935667107304,0.0812830934424004,0.296765868021303,"M9 magenta|0.839"
"ANLN|54443",676,"ANLN|54443","magenta",0.838024905226595,0.295247539660246,-0.215355816983554,0.134940657808713,-0.252169290478664,0.0667923036492308,-0.134860469697135,-0.218414034420671,-0.0194104563318837,"M9 magenta|0.838"
"TROAP|10024",16125,"TROAP|10024","magenta",0.835991093687646,-0.13277760882699,-0.237327186795678,0.0363298721992882,-0.423873974827722,-0.0224727664199189,0.359117143640393,0.252309312987196,0.431361647521889,"M9 magenta|0.836"
"KIF2C|11004",8125,"KIF2C|11004","magenta",0.834567708623579,0.0142427947185122,-0.192465642127774,0.114320723254298,-0.324983306513687,0.0294485373619989,0.133930679881279,0.0870694890689309,0.220546205115734,"M9 magenta|0.8346"
"CKAP2L|150468",3420,"CKAP2L|150468","magenta",0.832038433523914,0.377183722917258,-0.255039045296494,0.150784460782472,-0.295275381727175,0.0303453082802467,-0.1247612669781,-0.280878147638151,-0.0359499622513718,"M9 magenta|0.832"
"PBK|55872",11197,"PBK|55872","magenta",0.830781438999829,0.0929877469636698,-0.297116594581989,0.00137286413143972,-0.364901737067739,-0.0931734576326624,-0.0317255089292454,0.0228784945792776,0.197664828417676,"M9 magenta|0.8308"
"FAM72B|653820",5516,"FAM72B|653820","magenta",0.829582702607216,-0.00187057142758089,-0.2908719218769,0.0911556060856398,-0.401964272404868,0.0276247616167713,0.196881479528823,0.105265136203367,0.354040547667928,"M9 magenta|0.8296"
"TRIP13|9319",16106,"TRIP13|9319","magenta",0.828332719110376,0.103613109741055,-0.359967313404582,-0.0830145007185199,-0.475837160314932,-0.146539673502661,0.106264295066394,0.0432866639415356,0.437752106979911,"M9 magenta|0.8283"
"SPC25|57405",14675,"SPC25|57405","magenta",0.827582076777082,0.0354662011711864,-0.283181564135303,0.039209902549924,-0.366711099826369,-0.0495164718218686,0.0070751460256653,0.0704503022024405,0.225563428723875,"M9 magenta|0.8276"
"EZH2|2146",5221,"EZH2|2146","magenta",0.825192795019276,0.134085283358871,-0.389759507570632,-0.0275764034976123,-0.494551096668087,-0.190804989469782,0.220962744693626,0.0249701385040614,0.276663774870879,"M9 magenta|0.8252"
"MYBL2|4605",10067,"MYBL2|4605","magenta",0.825142061687751,-0.0216824094496985,-0.182130718643669,0.110483774173098,-0.321466603857203,0.0399895984746639,0.0947788154964751,0.128096366614825,0.29920668621138,"M9 magenta|0.8251"
"KIF15|56992",8104,"KIF15|56992","magenta",0.824755793774798,0.258963964007283,-0.177793167124896,0.156648480715107,-0.284834904588629,0.0314204359967139,0.0250344709353079,-0.166477711937973,0.0843527262046902,"M9 magenta|0.8248"
"SHCBP1|79801",13940,"SHCBP1|79801","magenta",0.824764700062447,0.159418367150375,-0.173617842889963,0.219177387041807,-0.265838902419603,0.11089460830936,-0.0213109292495849,-0.0882842873932321,0.0780377617627565,"M9 magenta|0.8248"
"KIFC1|3833",8138,"KIFC1|3833","magenta",0.822536987088151,0.0202051223735997,-0.272674355558888,0.0340370708019472,-0.375588772590788,-0.0451710372964522,0.12047948838229,0.0856544101556011,0.212808655809797,"M9 magenta|0.8225"
"ARHGAP11A|9824",839,"ARHGAP11A|9824","magenta",0.818460674386299,0.396784737862634,-0.252877407660235,0.105024343285069,-0.291486035110539,-0.0181948843531165,-0.1162588630146,-0.299881497921732,0.00920345167349208,"M9 magenta|0.8185"
"ERCC6L|54821",5106,"ERCC6L|54821","magenta",0.818527268556599,0.240199988851271,-0.310327705821892,0.0132473205725865,-0.396251480929824,-0.127832192205607,-0.0528788609674616,-0.0961866498032445,0.0734409803598882,"M9 magenta|0.8185"
"SKA1|220134",14019,"SKA1|220134","magenta",0.81656600872694,0.0352656580452563,-0.295422926280681,0.0333065090139738,-0.358379515316856,-0.0657800931381938,0.0143678687182033,0.0636612620723593,0.254850934255596,"M9 magenta|0.8166"
"KIAA0101|9768",7974,"KIAA0101|9768","magenta",0.814834954881652,-0.05815403068204,-0.283212274170152,0.0169464856009631,-0.377623378902465,-0.0526322254259017,0.0133654888578001,0.164940148757993,0.297406091379518,"M9 magenta|0.8148"
"KIF23|9493",8118,"KIF23|9493","magenta",0.813370354786314,0.199397065582805,-0.158877690235301,0.192262383393705,-0.185798898266658,0.177383220574591,-0.00519201962143253,-0.149532452486821,0.0583116207416805,"M9 magenta|0.8134"
"CCNB1|891",2906,"CCNB1|891","magenta",0.812834492878156,0.126686614094955,-0.380571994182982,-0.0848601078633539,-0.444137363668202,-0.188347993412768,-0.0866578300536423,0.0190760582732672,0.270948404918457,"M9 magenta|0.8128"
"HJURP|55355",7045,"HJURP|55355","magenta",0.811857077775789,0.00451421475766064,-0.364260267603453,0.00776034988428128,-0.39887325870931,-0.0784673735715984,0.0535165378550594,0.131206041843487,0.272736305503223,"M9 magenta|0.8119"
"MCM10|55388",9439,"MCM10|55388","magenta",0.810039221837271,0.222155496455846,-0.174568700770455,0.114038943157932,-0.286452061291018,0.00603769067287963,-0.0784966191675085,-0.124988773921428,0.0719818890656787,"M9 magenta|0.81"
"FAM64A|54478",5498,"FAM64A|54478","magenta",0.806794017471036,-0.0474693565238426,-0.305679376261457,-0.0367446272510681,-0.391438908756683,-0.0848848808288319,0.0493014118080566,0.172701974001592,0.324168587300512,"M9 magenta|0.8068"
"KIF11|3832",8099,"KIF11|3832","magenta",0.804127620910696,0.332015829161015,-0.338354453072614,0.0144774169953256,-0.353122443453651,-0.145497572060723,-0.133764010913576,-0.222391604092895,0.0853734466297749,"M9 magenta|0.8041"
"MLF1IP|79682",9689,"MLF1IP|79682","magenta",0.799060082718002,0.0118342711301903,-0.306622638560027,-0.00376524190631486,-0.427642716718888,-0.104365948926258,0.0790608486839742,0.117020919400152,0.233493496689612,"M9 magenta|0.7991"
"FAM72D|728833",5517,"FAM72D|728833","magenta",0.797517252333934,0.0294560208101874,-0.291497283874825,0.132447329997488,-0.358503057643866,0.0487676339269307,0.180370819417516,0.0722064369555264,0.276289656324773,"M9 magenta|0.7975"
"RAD54L|8438",12658,"RAD54L|8438","magenta",0.796722969440172,-0.00723001376404155,-0.142571491723859,0.0942679006819944,-0.311463323802878,0.0248108174047757,0.210551889073339,0.109316032817736,0.247917902961768,"M9 magenta|0.7967"
"TACC3|10460",15117,"TACC3|10460","magenta",0.794593698293092,-0.167837075926304,-0.176640018459613,0.214210517121786,-0.322940299733413,0.12332906816372,0.261491289402207,0.234228457215495,0.347477769501423,"M9 magenta|0.7946"
"UHRF1|29128",16507,"UHRF1|29128","magenta",0.793417450075737,0.151095681489203,-0.140868652681233,0.139165410806334,-0.293402547049086,0.00235766047809765,2.57726030199711e-05,-0.0502965244127941,0.102058823696111,"M9 magenta|0.7934"
"BIRC5|332",1400,"BIRC5|332","magenta",0.792955059334537,-0.154864747877109,-0.275734355176215,0.012177090238142,-0.394489594741966,-0.0557761289394454,0.161461151682506,0.259870592471832,0.395612443442656,"M9 magenta|0.793"
"MKI67|4288",9672,"MKI67|4288","magenta",0.792485346331532,0.350711344193508,-0.284402268641732,0.0185898290067631,-0.418666022949999,-0.11305946752814,-0.0432931448989242,-0.222870523268246,0.0780762652878586,"M9 magenta|0.7925"
"CDC45|8318",3076,"CDC45|8318","magenta",0.788797421794868,0.045217218412506,-0.231135633144657,-0.00501607845959564,-0.360697150813922,-0.0611541730196205,0.0720044811157332,0.0792528789181985,0.23696474008693,"M9 magenta|0.7888"
"MND1|84057",9745,"MND1|84057","magenta",0.783302744120266,-0.0375823955081088,-0.167602512336176,0.108698481675151,-0.261080041284523,0.0522077967390678,0.0936965791750451,0.116157709545186,0.298660882842229,"M9 magenta|0.7833"
"CCNE2|9134",2916,"CCNE2|9134","magenta",0.781541897403775,0.270810477511174,-0.258059023201625,0.0483701803332091,-0.344837543231417,-0.0372170752102286,0.0147948446568227,-0.181597336250748,0.130581997877284,"M9 magenta|0.7815"
"DIAPH3|81624",4403,"DIAPH3|81624","magenta",0.781061303399599,0.260832732083194,-0.308842200413539,0.0467331349764485,-0.335145171003444,-0.0356555495451028,-0.108787402655825,-0.152926970560179,0.0495742132731844,"M9 magenta|0.7811"
"BLM|641",1406,"BLM|641","magenta",0.778411096388689,0.300539924269787,-0.230734651387811,0.115750559533946,-0.31891494567692,-0.0556049677999079,-0.0100427657586273,-0.18115010696448,0.14429978835134,"M9 magenta|0.7784"
"C11orf82|220042",1622,"C11orf82|220042","magenta",0.77638496238857,0.329495002839671,-0.14300922402992,0.170701175741964,-0.254578360203277,0.0222092209367371,-0.0717917690216226,-0.238253390605063,0.0310761129541619,"M9 magenta|0.7764"
"DTL|51514",4672,"DTL|51514","magenta",0.776352591500442,0.284155696446878,-0.139022166593608,0.152598166507539,-0.202137063292536,0.0517547630132862,-0.165434002127136,-0.201247674775656,-0.015769080050527,"M9 magenta|0.7764"
"PTTG1|9232",12482,"PTTG1|9232","magenta",0.774262144596701,-0.244117545305326,-0.157264673280043,0.133946419171645,-0.328636438442672,0.0544740205987206,0.227173891522326,0.310541256808693,0.436362532121714,"M9 magenta|0.7743"
"ORC6L|23594",10983,"ORC6L|23594","magenta",0.770918789033653,-0.120096723958001,-0.258478713494475,0.0138932536035599,-0.375330437875584,-0.0424447908482758,0.300575324736601,0.230612948100106,0.314996725455592,"M9 magenta|0.7709"
"AURKB|9212",1196,"AURKB|9212","magenta",0.767445994834174,-0.189324336400656,-0.220667431255814,0.0797587604035902,-0.359487954773074,-0.0196492546338715,0.180940556208155,0.278434540217029,0.382310406409895,"M9 magenta|0.7674"
"GINS1|9837",6289,"GINS1|9837","magenta",0.763660391122451,0.200268700186247,-0.0778005030180861,0.142277281641613,-0.193764040535023,0.047073596914587,0.0129422143784966,-0.132029403045801,0.0700101082755791,"M9 magenta|0.7637"
"TK1|7083",15513,"TK1|7083","magenta",0.758364107099146,-0.227840437612397,-0.207131364111212,0.0278836375325649,-0.389846597429381,-0.0517813678000571,0.16388145083389,0.338061198715684,0.379228720685643,"M9 magenta|0.7584"
"CCDC99|54908",2872,"CCDC99|54908","magenta",0.755055472112983,0.382149477022584,-0.303229990645516,0.0387989762347248,-0.32913072141127,-0.044630353929462,0.0699413875305007,-0.2486294770152,0.206741476995469,"M9 magenta|0.7551"
"C12orf48|55010",1649,"C12orf48|55010","magenta",0.75453158253578,0.213440016456916,-0.110944122639737,0.20578217387666,-0.14647949502158,0.141760490646946,0.00725244505992969,-0.162078369320384,0.104562942423639,"M9 magenta|0.7545"
"KIF18A|81930",8107,"KIF18A|81930","magenta",0.752543775407002,0.353758667701551,-0.0841687831940266,0.192103811806058,-0.219408636419641,0.0616693531658694,-0.0364819160635647,-0.276399141624013,0.00977437272971388,"M9 magenta|0.7525"
"PKMYT1|9088",11688,"PKMYT1|9088","magenta",0.752296915645465,-0.143449892781375,-0.164782316287173,0.0610165320839674,-0.312711070354727,0.00744031309400956,0.193179494341615,0.235199379491959,0.27869226428971,"M9 magenta|0.7523"
"CDC6|990",3078,"CDC6|990","magenta",0.749578212098121,0.139177961632282,-0.341292987756755,-0.0650404722318954,-0.396406051442133,-0.153101747945342,-0.144226082157574,0.0172215057436175,0.107375084068061,"M9 magenta|0.7496"
"E2F2|1870",4749,"E2F2|1870","magenta",0.749435224799532,0.113255615920451,-0.0821593890511704,0.196987774150538,-0.224866628494865,0.0785627912503021,0.0781122726112787,-0.0623549235847176,0.0939037779365898,"M9 magenta|0.7494"
"CDCA2|157313",3081,"CDCA2|157313","magenta",0.745737657207014,0.190963912042031,-0.156494761868965,0.145500702062111,-0.250232237099991,0.00167725902633253,-0.061864733199999,-0.102893402155162,0.0434408096593135,"M9 magenta|0.7457"
"MAD2L1|4085",9224,"MAD2L1|4085","magenta",0.743093639470018,0.273626768824718,-0.301409615147116,-0.0560033818077529,-0.317204185799666,-0.123115908755535,-0.120179741447005,-0.160086314054439,0.132577524198168,"M9 magenta|0.7431"
"SGOL2|151246",13882,"SGOL2|151246","magenta",0.74064287392724,0.465513479652172,-0.270410823479605,0.0577422049388074,-0.337642885739904,-0.106686312051316,-0.166002554295374,-0.354199796765489,-0.0716472930939372,"M9 magenta|0.7406"
"FAM111B|374393",5283,"FAM111B|374393","magenta",0.739654892687622,0.173209461395422,-0.30614517642804,0.00214713170250115,-0.337142024242486,-0.129351287511127,-0.119158528437837,-0.0660542330841468,0.0347658927908278,"M9 magenta|0.7397"
"ESCO2|157570",5136,"ESCO2|157570","magenta",0.735100152279794,0.321996083555037,-0.190213113646381,0.128855873735515,-0.229290578383659,0.010814403629725,-0.209122234383537,-0.245536121090495,-0.0350665182951727,"M9 magenta|0.7351"
"NCAPG2|54892",10256,"NCAPG2|54892","magenta",0.732904378209493,0.518868011259273,-0.28166289997905,0.0181365776892724,-0.357194917364622,-0.09983829252662,-0.0914284036386535,-0.374641567242205,-0.0524651879902998,"M9 magenta|0.7329"
"CCNB2|9133",2908,"CCNB2|9133","magenta",0.731744429648659,0.0487410212196336,-0.279393282094232,-0.0890718798003377,-0.386636598563042,-0.11766510953668,-0.0703101156208899,0.0716475354199104,0.216468226204798,"M9 magenta|0.7317"
"CIT|11113",3414,"CIT|11113","magenta",0.731020706712091,0.186739458586604,-0.0825354656367574,0.158435581952964,-0.195396981246954,0.161771839098491,0.138424511506717,-0.117723281580702,0.110112138774502,"M9 magenta|0.731"
"RAD51AP1|10635",12650,"RAD51AP1|10635","magenta",0.730645880695571,0.32212134405803,-0.328455790458448,-0.0494981843350366,-0.327161161198842,-0.161751979448077,-0.0785612036948219,-0.180911666142197,0.122017509665971,"M9 magenta|0.7306"
"CDCA3|83461",3082,"CDCA3|83461","magenta",0.72610133722017,-0.233176631439084,-0.183899227559362,0.0263879700909248,-0.305917985841348,0.00376576971988364,0.275024357665499,0.315037852587669,0.40922768280475,"M9 magenta|0.7261"
"FAM72A|729533",5515,"FAM72A|729533","magenta",0.725651551995411,0.168096588569024,-0.236683050463195,0.140760787501187,-0.290601068859639,0.0568920451317131,0.0606573906366974,-0.0753992691057744,0.171194929617158,"M9 magenta|0.7257"
"CENPK|64105",3223,"CENPK|64105","magenta",0.723436187962816,0.236524034626056,-0.0783811683308533,0.160576202005958,-0.215206288896379,0.0318107966114737,0.087288332759308,-0.148721644606359,0.0860059390318038,"M9 magenta|0.7234"
"FAM54A|113115",5483,"FAM54A|113115","magenta",0.719530016553987,-0.00848339634337855,-0.0682328198730981,0.219095371293392,-0.210889837319771,0.119232582394064,0.152588587941639,0.0677755355260019,0.187504169737287,"M9 magenta|0.7195"
"E2F8|79733",4755,"E2F8|79733","magenta",0.719333896208954,0.266672891627271,-0.116648077357158,0.237032753804678,-0.166272014230071,0.136095570832662,-0.0270766904071153,-0.215195913584813,-0.032151438904822,"M9 magenta|0.7193"
"ORC1L|4998",10978,"ORC1L|4998","magenta",0.718577692504796,0.203965803924366,-0.0683880670815938,0.196097815582629,-0.23793141145724,0.0359958500540368,0.109315631365581,-0.118494041466573,0.0647481586768161,"M9 magenta|0.7186"
"SPC24|147841",14674,"SPC24|147841","magenta",0.717883424283886,0.091994927947386,-0.205164620125313,0.0706760303014034,-0.289424639444938,-0.0170311335226154,0.162899621041238,0.031507344846156,0.142206271128694,"M9 magenta|0.7179"
"E2F1|1869",4748,"E2F1|1869","magenta",0.717664791729638,-0.224915745276934,-0.233978109326486,-0.0546308654629105,-0.347753615132746,-0.0498601534370118,0.21808845541007,0.334523481442894,0.316068252217023,"M9 magenta|0.7177"
"STMN1|3925",14933,"STMN1|3925","magenta",0.717268524792753,-0.208882758717886,-0.139369915957983,0.0614282366404793,-0.270935752428004,0.0429870102576553,0.210473257496337,0.263270701528182,0.496252994032058,"M9 magenta|0.7173"
